ag_id,ag_name,citycode,feed_id,label,feed_name,relatedLink,official,feed_note,prefcode,prefname,catalog_name,feed_publisher,feed_service_begin_date,available_data,feed_page_url,license_name,license_url,feed_service_end_date,feed_LastUpdate,feed_start_date,feed_end_date,ver_status,feed_version_note,rt_id,rt_label,rt_catalog_name,rt_catalog_url,rt_status
a30001,和歌山バス,,f3000101,和歌山バス,和歌山バス,http://www.wakayamabus.co.jp/,1,,30,和歌山県,RIOS Bus-Vision,和歌山バス,20190330,1,https://loc.bus-vision.jp/wakayama/view/opendataWaka.html,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,20210130,20210130,20210509,1,2021/1/30改正,r0006,和歌山バス,RIOS Bus-Vision,https://loc.bus-vision.jp/wakayama/view/opendataWaka.html,1
a33001,宇野自動車株式会社,,f3300101,宇野バス（宇野自動車）,宇野バス　オープンデータ,http://www.unobus.co.jp/,1,,33,岡山県,Sujiya Systems,宇野自動車株式会社,20170908,1,http://www3.unobus.co.jp/opendata/,CC 0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,20201224,20210104,20220103,1,2021/1/4改正,r0001,宇野バス,Sujiya Systems,http://www3.unobus.co.jp/opendata/,1
a33003,両備バス,,f3300301,両備バス,両備バス,https://www.ryobi-holdings.jp/bus/,1,東備バス含む,33,岡山県,RIOS Bus-Vision,両備バス,20180711,1,https://loc.bus-vision.jp/ryobi/view/opendata.html,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,20210401,20210401,20210703,1,2021/4/1～,r0002,両備バス,RIOS Bus-Vision,https://loc.bus-vision.jp/ryobi/view/opendata.html,1
a33004,岡山電気軌道,,f3300401,岡電バス（岡山電気軌道）,岡電バス,http://www.okayama-kido.co.jp/bus/,1,,33,岡山県,RIOS Bus-Vision,岡山電気軌道(バス),20180711,1,https://loc.bus-vision.jp/ryobi/view/opendata.html,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,20210401,20210401,20210703,1,2021/4/1～,r0003,岡電バス,RIOS Bus-Vision,https://loc.bus-vision.jp/ryobi/view/opendata.html,1
a33006,赤磐市,33213,f3300601,赤磐市広域路線バス,赤磐市広域路線バス,https://www.city.akaiwa.lg.jp/kurashi/kokyokotsu/bus/index.html,1,,33,岡山県,赤磐市広域路線バス オープンデータ,赤磐市,20190925,1,https://www.city.akaiwa.lg.jp/kurashi/kokyokotsu/bus/5901.html,CC 0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,20201116,20201116,20211115,1,2020/11/1改正,r0049,赤磐市コミュニティバス,赤磐市広域路線バス オープンデータ,https://www.city.akaiwa.lg.jp/kurashi/kokyokotsu/bus/5901.html,1
a34001,江田島バス株式会社,,f3400102,江田島バス（広島県バス協会サイト掲載版）,江田島バス株式会社,https://etajimabus.jp/,1,,34,広島県,広島県バス協会GTFSオープンデータサイト,株式会社タウンクリエーション,20210330,1,https://www.bus-kyo.or.jp/gtfs-open-data,CC 0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,20210330,20201001,20220331,1,,r0061,江田島バス,広島県バス協会GTFSオープンデータサイト,https://www.bus-kyo.or.jp/gtfs-open-data,1
a34002,芸陽バス株式会社,,f3400202,芸陽バス（広島県バス協会サイト掲載版）,芸陽バス株式会社,http://www.geiyo.co.jp/route.html,1,,34,広島県,広島県バス協会GTFSオープンデータサイト,芸陽バス,20210330,1,https://www.bus-kyo.or.jp/gtfs-open-data,CC 0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,20210330,20210319,20220319,1,,r0053,芸陽バス,広島県バス協会GTFSオープンデータサイト,https://www.bus-kyo.or.jp/gtfs-open-data,1
a34009,広島電鉄,,f3400901,広島電鉄バス,広島電鉄株式会社,https://www.hiroden.co.jp/bus/,1,,34,広島県,広島県バス協会GTFSオープンデータサイト,広島電鉄,20210330,1,https://www.bus-kyo.or.jp/gtfs-open-data,CC 0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,20210330,20210319,20220319,1,,r0050,広島電鉄バス,広島県バス協会GTFSオープンデータサイト,https://www.bus-kyo.or.jp/gtfs-open-data,1
a34010,広島バス,,f3401001,広島バス,広島バス株式会社,http://www.hirobus.co.jp/route-bus/index.html,1,,34,広島県,広島県バス協会GTFSオープンデータサイト,広島バス,20210330,1,https://www.bus-kyo.or.jp/gtfs-open-data,CC 0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,20210330,20210319,20220319,1,,r0051,広島バス,広島県バス協会GTFSオープンデータサイト,https://www.bus-kyo.or.jp/gtfs-open-data,1
a34011,広島交通,,f3401101,広島交通,広島交通株式会社,https://www.hiroko-group.co.jp/kotsu/index.htm,1,広交観光井原線を含む,34,広島県,広島県バス協会GTFSオープンデータサイト,広島交通,20210330,1,https://www.bus-kyo.or.jp/gtfs-open-data,CC 0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,20210330,20210319,20220319,1,,r0052,広島交通,広島県バス協会GTFSオープンデータサイト,https://www.bus-kyo.or.jp/gtfs-open-data,1
a34012,備北交通,,f3401201,備北交通,備北交通株式会社,http://bihoku.co.jp/about/local-bus/,1,,34,広島県,広島県バス協会GTFSオープンデータサイト,備北交通,20210330,1,https://www.bus-kyo.or.jp/gtfs-open-data,CC 0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,20210330,20210319,20220319,1,,r0054,備北交通,広島県バス協会GTFSオープンデータサイト,https://www.bus-kyo.or.jp/gtfs-open-data,1
a34013,中国ジェイアールバス,,f3401301,中国ジェイアールバス,中国ジェイアールバス株式会社,http://www.chugoku-jrbus.co.jp/index.html,1,,34,広島県,広島県バス協会GTFSオープンデータサイト,中国ＪＲバス,20210330,1,https://www.bus-kyo.or.jp/gtfs-open-data,CC 0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,20210330,20210218,20220218,1,,r0055,中国ジェイアールバス,広島県バス協会GTFSオープンデータサイト,https://www.bus-kyo.or.jp/gtfs-open-data,1
a34014,エイチ・ディー西広島,,f3401401,ボンバス（エイチ・ディー西広島）,エイチ・ディー西広島株式会社,http://www.bonbus.co.jp/info/index.html,1,,34,広島県,広島県バス協会GTFSオープンデータサイト,ボンバス,20210330,1,https://www.bus-kyo.or.jp/gtfs-open-data,CC 0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,20210330,20210319,20220319,1,,r0056,ボンバス,広島県バス協会GTFSオープンデータサイト,https://www.bus-kyo.or.jp/gtfs-open-data,1
a34015,フォーブル,,f3401501,フォーブル,株式会社フォーブル,http://forble.jp/service/bus_mf/,1,,34,広島県,広島県バス協会GTFSオープンデータサイト,フォーブル,20210330,1,https://www.bus-kyo.or.jp/gtfs-open-data,CC 0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,20210330,20210319,20220319,1,,r0057,フォーブル,広島県バス協会GTFSオープンデータサイト,https://www.bus-kyo.or.jp/gtfs-open-data,1
a34016,ささき観光,,f3401601,おおのハートバス（ささき観光）,株式会社ささき観光,https://sasakikanko.co.jp/ohnohuartbus/,1,,34,広島県,広島県バス協会GTFSオープンデータサイト,ささき観光,20210330,1,https://www.bus-kyo.or.jp/gtfs-open-data,CC 0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,20210330,20210319,20220319,1,,r0058,おおのハートフルバス,広島県バス協会GTFSオープンデータサイト,https://www.bus-kyo.or.jp/gtfs-open-data,1
a34017,呉市,34202,f3401701,呉市　生活バス,呉市生活バス,https://www.city.kure.lg.jp/soshiki/28/koutu.html,1,,34,広島県,広島県バス協会GTFSオープンデータサイト,呉市,20210330,1,https://www.bus-kyo.or.jp/gtfs-open-data,CC 0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,20210330,20210319,20220319,1,,r0059,呉市生活バス,広島県バス協会GTFSオープンデータサイト,https://www.bus-kyo.or.jp/gtfs-open-data,1
a34018,廿日市市,34213,f3401801,廿日市市　自主運行バス,廿日市市自主運行バス,https://www.city.hatsukaichi.hiroshima.jp/soshiki/51/12398.html,1,,34,広島県,広島県バス協会GTFSオープンデータサイト,廿日市市,20210330,1,https://www.bus-kyo.or.jp/gtfs-open-data,CC 0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,20210330,20210319,20220319,1,,r0060,廿日市市自主運行バス,広島県バス協会GTFSオープンデータサイト,https://www.bus-kyo.or.jp/gtfs-open-data,1
a41001,佐賀市交通局,41201,f4100001,佐賀県内バス路線,佐賀県の路線バス情報のデータ,https://www.pref.saga.lg.jp/kiji00365090/,1,毎日3時台に自動更新,41,佐賀県,佐賀県の路線バス情報のデータ,佐賀県,20181009,1,http://opendata.sagabus.info/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,20210414,20210416,20220416,1,2021/4/1昭和バス（修正）,r0004,佐賀県内バス,佐賀県の路線バス情報のデータ,http://opendata.sagabus.info/,1
a41002,祐徳自動車株式会社,,f4100001,佐賀県内バス路線,佐賀県の路線バス情報のデータ,https://www.pref.saga.lg.jp/kiji00365090/,1,毎日3時台に自動更新,41,佐賀県,佐賀県の路線バス情報のデータ,佐賀県,20181009,1,http://opendata.sagabus.info/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,20210414,20210416,20220416,1,2021/4/1昭和バス（修正）,r0004,佐賀県内バス,佐賀県の路線バス情報のデータ,http://opendata.sagabus.info/,1
